[4/15/22 09:28PM] Avalon used command ::voted | Player rights = PLAYER	
[6/17/22 02:17AM] Avalon used command ::bank | Player rights = OWNER	
[6/17/22 02:18AM] Avalon used command ::bank | Player rights = OWNER	
[6/17/22 02:26AM] Avalon used command ::item 11795 | Player rights = OWNER	
[6/17/22 02:27AM] Avalon used command ::item 20488 50 | Player rights = OWNER	
[6/17/22 02:27AM] Avalon used command ::item 20488 500 | Player rights = OWNER	
[6/17/22 02:27AM] Avalon used command ::item 19114 400 | Player rights = OWNER	
[6/17/22 02:27AM] Avalon used command ::bank | Player rights = OWNER	
[6/17/22 02:27AM] Avalon used command ::item 19114 50 | Player rights = OWNER	
[6/17/22 02:27AM] Avalon used command ::bank | Player rights = OWNER	
[6/17/22 02:28AM] Avalon used command ::ietm 19114 10 | Player rights = OWNER	
[6/17/22 02:28AM] Avalon used command ::item 19114 20 | Player rights = OWNER	
[6/17/22 02:28AM] Avalon used command ::empty | Player rights = OWNER	
[6/17/22 02:28AM] Avalon used command ::empty | Player rights = OWNER	
[6/17/22 02:28AM] Avalon used command ::item 19114 26 | Player rights = OWNER	
[6/17/22 02:28AM] Avalon used command ::bank | Player rights = OWNER	
[6/17/22 02:42AM] Avalon used command ::item 20488 500 | Player rights = OWNER	
[6/17/22 02:43AM] Avalon used command ::bank | Player rights = OWNER	
[6/17/22 02:44AM] Avalon used command ::item 20488 500 | Player rights = OWNER	
[6/17/22 02:47AM] Avalon used command ::tele 2579 2566 | Player rights = OWNER	
[6/17/22 02:49AM] Avalon used command ::vboss | Player rights = OWNER	
[6/17/22 02:49AM] Avalon used command ::spawnvoteboss | Player rights = OWNER	
[6/17/22 02:50AM] Avalon used command ::find staff | Player rights = OWNER	
[6/17/22 02:50AM] Avalon used command ::item 23062 1 | Player rights = OWNER	
[6/17/22 02:50AM] Avalon used command ::find neph | Player rights = OWNER	
[6/17/22 02:50AM] Avalon used command ::item 230t1 | Player rights = OWNER	
[6/17/22 02:50AM] Avalon used command ::item 23061 | Player rights = OWNER	
[6/17/22 02:50AM] Avalon used command ::vote | Player rights = OWNER	
[6/17/22 02:59AM] Avalon used command ::find dragonball | Player rights = OWNER	
[6/17/22 03:03AM] Avalon used command ::item 19114 10 | Player rights = OWNER	
[6/17/22 03:03AM] Avalon used command ::item 19115 10 | Player rights = OWNER	
[6/17/22 03:06AM] Avalon used command ::item 19114 | Player rights = OWNER	
[6/17/22 03:07AM] Avalon used command ::item 20488 10 | Player rights = OWNER	
[6/17/22 12:10PM] Avalon used command ::find sapphire | Player rights = OWNER	
[6/17/22 12:10PM] Avalon used command ::item 20489 250 | Player rights = OWNER	
[6/17/22 12:23PM] Avalon used command ::find casket | Player rights = OWNER	
[6/17/22 12:23PM] Avalon used command ::item 15002 | Player rights = OWNER	
[6/17/22 12:23PM] Avalon used command ::item 15003 | Player rights = OWNER	
[6/17/22 12:23PM] Avalon used command ::item 15004 | Player rights = OWNER	
[6/17/22 12:33PM] Avalon used command ::item 14999 | Player rights = OWNER	
[6/17/22 04:26PM] Avalon used command ::find 50% | Player rights = OWNER	
[6/17/22 04:26PM] Avalon used command ::find 50 | Player rights = OWNER	
[6/17/22 04:26PM] Avalon used command ::find dmg | Player rights = OWNER	
[6/17/22 04:26PM] Avalon used command ::find damage | Player rights = OWNER	
[6/17/22 04:26PM] Avalon used command ::item 23255 | Player rights = OWNER	
[6/17/22 04:26PM] Avalon used command ::item 23256 | Player rights = OWNER	
[6/17/22 04:26PM] Avalon used command ::item 23254 | Player rights = OWNER	
[6/17/22 04:29PM] Avalon used command ::find owner jewel | Player rights = OWNER	
[6/17/22 05:16PM] Avalon used command ::seasonpass | Player rights = OWNER	
[6/17/22 05:21PM] Avalon used command ::empty | Player rights = OWNER	
[6/17/22 05:21PM] Avalon used command ::find card pack | Player rights = OWNER	
[6/17/22 05:21PM] Avalon used command ::item 23276 | Player rights = OWNER	
[6/17/22 05:21PM] Avalon used command ::item 23277 | Player rights = OWNER	
[6/17/22 05:21PM] Avalon used command ::item 23278 | Player rights = OWNER	
[6/17/22 05:21PM] Avalon used command ::item 23279 | Player rights = OWNER	
[6/17/22 05:21PM] Avalon used command ::interface 73050 | Player rights = OWNER	
[6/17/22 05:34PM] Avalon used command ::FIND FORTUNE | Player rights = OWNER	
[6/17/22 07:12PM] Avalon used command ::sapphire | Player rights = OWNER	
[6/17/22 07:13PM] Avalon used command ::find pickaxe | Player rights = OWNER	
[6/17/22 07:13PM] Avalon used command ::item 19812 | Player rights = OWNER	
[6/17/22 07:24PM] Avalon used command ::tanzanite | Player rights = OWNER	
[6/17/22 07:24PM] Avalon used command ::zenyte | Player rights = OWNER	
[6/17/22 07:26PM] Avalon used command ::onyx | Player rights = OWNER	
[6/17/22 07:29PM] Avalon used command ::find treasure | Player rights = OWNER	
[6/17/22 07:29PM] Avalon used command ::item 23107 | Player rights = OWNER	
[6/17/22 07:31PM] Avalon used command ::bank | Player rights = OWNER	
[6/17/22 07:36PM] Avalon used command ::FIND VALOR | Player rights = OWNER	
[6/17/22 07:36PM] Avalon used command ::FIND HALLS | Player rights = OWNER	
[6/17/22 07:36PM] Avalon used command ::FIND HALL | Player rights = OWNER	
[6/17/22 07:36PM] Avalon used command ::FIND HOV | Player rights = OWNER	
[6/17/22 07:37PM] Avalon used command ::bank | Player rights = OWNER	
[6/17/22 08:24PM] Avalon used command ::find creeper cape | Player rights = OWNER	
[6/17/22 08:24PM] Avalon used command ::find launch chest | Player rights = OWNER	
[6/17/22 08:24PM] Avalon used command ::find sapphire | Player rights = OWNER	
[6/17/22 08:24PM] Avalon used command ::find launch casket | Player rights = OWNER	
[6/17/22 08:25PM] Avalon used command ::find upgrade | Player rights = OWNER	
[6/17/22 08:27PM] Avalon used command ::fnd pvm | Player rights = OWNER	
[6/17/22 08:27PM] Avalon used command ::find pvm | Player rights = OWNER	
[6/17/22 08:29PM] Avalon used command ::find instance token | Player rights = OWNER	
[6/17/22 08:29PM] Avalon used command ::find damage | Player rights = OWNER	
[6/17/22 08:29PM] Avalon used command ::item 15359 | Player rights = OWNER	
[6/17/22 08:30PM] Avalon used command ::find 30min | Player rights = OWNER	
[6/17/22 08:30PM] Avalon used command ::find 30min | Player rights = OWNER	
[6/17/22 08:30PM] Avalon used command ::find 30 | Player rights = OWNER	
[6/17/22 08:31PM] Avalon used command ::find high-tier | Player rights = OWNER	
[6/17/22 08:31PM] Avalon used command ::find upgrade | Player rights = OWNER	
[6/17/22 08:32PM] Avalon used command ::find aura | Player rights = OWNER	
[6/17/22 08:33PM] Avalon used command ::find aoe | Player rights = OWNER	
[6/17/22 08:33PM] Avalon used command ::item 12855 500m | Player rights = OWNER	
[6/17/22 08:35PM] Avalon used command ::find antique lamp | Player rights = OWNER	
[6/17/22 08:35PM] Avalon used command ::bank | Player rights = OWNER	
[6/17/22 08:35PM] Avalon used command ::vboss | Player rights = OWNER	
[6/17/22 08:35PM] Avalon used command ::find collector | Player rights = OWNER	
[6/17/22 08:36PM] Avalon used command ::find instance | Player rights = OWNER	
[6/17/22 08:36PM] Avalon used command ::find pvm ticket | Player rights = OWNER	
[6/17/22 08:38PM] Avalon used command ::find inventin | Player rights = OWNER	
[6/17/22 08:38PM] Avalon used command ::find invention | Player rights = OWNER	
[6/17/22 09:12PM] Avalon used command ::find deathdart | Player rights = OWNER	
[6/17/22 09:12PM] Avalon used command ::find death dart | Player rights = OWNER	
[6/17/22 09:12PM] Avalon used command ::find dart | Player rights = OWNER	
[6/17/22 09:12PM] Avalon used command ::find launch chest | Player rights = OWNER	
[6/17/22 09:12PM] Avalon used command ::find chest | Player rights = OWNER	
[6/17/22 09:12PM] Avalon used command ::find sapphire | Player rights = OWNER	
[6/17/22 09:12PM] Avalon used command ::find launch casket | Player rights = OWNER	
[6/18/22 02:49AM] Avalon used command ::interface 11290 | Player rights = OWNER	
[6/18/22 02:50AM] Avalon used command ::interface 11290 | Player rights = OWNER	
[6/18/22 02:55AM] Avalon used command ::interface 11290 | Player rights = OWNER	
[6/18/22 03:03AM] Avalon used command ::interface 11290 | Player rights = OWNER	
[6/18/22 03:11AM] Avalon used command ::interface 11290 | Player rights = OWNER	
[6/18/22 03:14AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 03:18AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 03:20AM] Avalon used command ::bank | Player rights = OWNER	
[6/18/22 03:20AM] Avalon used command ::dissolveall | Player rights = OWNER	
[6/18/22 03:23AM] Avalon used command ::interface 11290 | Player rights = OWNER	
[6/18/22 03:25AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 03:26AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 03:28AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 03:28AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 03:35AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 03:43AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 03:48AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 03:51AM] Avalon used command ::interface 11290 | Player rights = OWNER	
[6/18/22 03:52AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 03:53AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 03:55AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 03:55AM] Avalon used command ::vote | Player rights = OWNER	
[6/18/22 03:55AM] Avalon used command ::empty | Player rights = OWNER	
[6/18/22 03:55AM] Avalon used command ::empty | Player rights = OWNER	
[6/18/22 03:55AM] Avalon used command ::1 | Player rights = OWNER	
[6/18/22 03:56AM] Avalon used command ::vboss | Player rights = OWNER	
[6/18/22 03:56AM] Avalon used command ::spawnvoteboss | Player rights = OWNER	
[6/18/22 03:56AM] Avalon used command ::voted | Player rights = OWNER	
[6/18/22 04:12AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:17AM] Avalon used command ::interface 12900 | Player rights = OWNER	
[6/18/22 04:17AM] Avalon used command ::interface 11290 | Player rights = OWNER	
[6/18/22 04:19AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:20AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:22AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:24AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:25AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:28AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:28AM] Avalon used command ::achievemens | Player rights = OWNER	
[6/18/22 04:28AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:29AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:30AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:32AM] Avalon used command ::achevements | Player rights = OWNER	
[6/18/22 04:32AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:34AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:34AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:37AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:39AM] Avalon used command ::achievement | Player rights = OWNER	
[6/18/22 04:39AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:40AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:41AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:42AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:43AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:44AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:45AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:46AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:46AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:49AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:49AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:56AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 04:57AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:01AM] Avalon used command ::ACHIEVEMENTS | Player rights = OWNER	
[6/18/22 05:05AM] Avalon used command ::ACHIEVEMENTS | Player rights = OWNER	
[6/18/22 05:05AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:07AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:12AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:13AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:14AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:21AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:25AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:26AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:27AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:28AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:33AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:36AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:36AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:43AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:45AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:47AM] Avalon used command ::ACHIEVEMENTS | Player rights = OWNER	
[6/18/22 05:49AM] Avalon used command ::achievementa | Player rights = OWNER	
[6/18/22 05:49AM] Avalon used command ::achievementa | Player rights = OWNER	
[6/18/22 05:49AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:52AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:53AM] Avalon used command ::empty | Player rights = OWNER	
[6/18/22 05:53AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:54AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 06:05AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 06:12AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 06:13AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 06:13AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 06:14AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 06:14AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 06:15AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 06:17AM] Avalon used command ::ACHIEVEMENTS | Player rights = OWNER	
[6/18/22 06:19AM] Avalon used command ::ACHIEVEMENTS | Player rights = OWNER	
[6/18/22 06:20AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 06:35AM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 01:11PM] Avalon used command ::mypos | Player rights = OWNER	
[6/18/22 01:12PM] Avalon used command ::repackindex4 | Player rights = OWNER	
[6/18/22 01:12PM] Avalon used command ::home | Player rights = OWNER	
[6/18/22 01:59PM] Avalon used command ::tele 2013 4505 | Player rights = OWNER	
[6/18/22 01:59PM] Avalon used command ::nephilim | Player rights = OWNER	
[6/18/22 01:59PM] Avalon used command ::mypos | Player rights = OWNER	
[6/18/22 01:59PM] Avalon used command ::mypos | Player rights = OWNER	
[6/18/22 02:29PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 02:34PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 02:51PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 03:00PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 03:02PM] Avalon used command ::achievemens | Player rights = OWNER	
[6/18/22 03:02PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 03:04PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 03:05PM] Avalon used command ::achevements | Player rights = OWNER	
[6/18/22 03:05PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 03:20PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 03:22PM] Avalon used command ::zones | Player rights = OWNER	
[6/18/22 03:24PM] Avalon used command ::find slayer | Player rights = OWNER	
[6/18/22 03:24PM] Avalon used command ::Find slayer | Player rights = OWNER	
[6/18/22 03:40PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 03:51PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 03:54PM] Avalon used command ::home | Player rights = OWNER	
[6/18/22 03:56PM] Avalon used command ::giveitem 6199 50k divine | Player rights = OWNER	
[6/18/22 03:56PM] Avalon used command ::giveitem 6199 5000 divine | Player rights = OWNER	
[6/18/22 03:56PM] Avalon used command ::giveitem 12855 214701050 divine | Player rights = OWNER	
[6/18/22 03:57PM] Avalon used command ::giveitem 4151 10 divine | Player rights = OWNER	
[6/18/22 03:57PM] Avalon used command ::item 6199 | Player rights = OWNER	
[6/18/22 05:29PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:29PM] Avalon used command ::find ruthless | Player rights = OWNER	
[6/18/22 05:29PM] Avalon used command ::item 23145 | Player rights = OWNER	
[6/18/22 05:32PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:40PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:42PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:45PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:46PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:49PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:51PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 05:52PM] Avalon used command ::zones | Player rights = OWNER	
[6/18/22 05:57PM] Avalon used command ::zones | Player rights = OWNER	
[6/18/22 05:58PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 06:06PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 06:06PM] Avalon used command ::bank | Player rights = OWNER	
[6/18/22 06:07PM] Avalon used command ::tele 2818 2589 | Player rights = OWNER	
[6/18/22 06:08PM] Avalon used command ::mypos | Player rights = OWNER	
[6/18/22 06:09PM] Avalon used command ::mypos | Player rights = OWNER	
[6/18/22 06:10PM] Avalon used command ::mypos | Player rights = OWNER	
[6/18/22 06:10PM] Avalon used command ::mypos | Player rights = OWNER	
[6/18/22 06:14PM] Avalon used command ::empty | Player rights = OWNER	
[6/18/22 06:14PM] Avalon used command ::find harpoon | Player rights = OWNER	
[6/18/22 06:14PM] Avalon used command ::item 311 | Player rights = OWNER	
[6/18/22 06:14PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 06:15PM] Avalon used command ::ACHIEVEMENTS | Player rights = OWNER	
[6/18/22 06:15PM] Avalon used command ::FIND PICKAXE | Player rights = OWNER	
[6/18/22 06:15PM] Avalon used command ::ITEM 19812 | Player rights = OWNER	
[6/18/22 06:15PM] Avalon used command ::ACHIEVEMENTS | Player rights = OWNER	
[6/18/22 06:16PM] Avalon used command ::FIND BRONZE ORE | Player rights = OWNER	
[6/18/22 06:16PM] Avalon used command ::FIND BRONZE BAR | Player rights = OWNER	
[6/18/22 06:16PM] Avalon used command ::ITEM 2349 | Player rights = OWNER	
[6/18/22 06:16PM] Avalon used command ::FIND BRONZE OR | Player rights = OWNER	
[6/18/22 06:16PM] Avalon used command ::FIND BRONZE ORE | Player rights = OWNER	
[6/18/22 06:16PM] Avalon used command ::FIND ore | Player rights = OWNER	
[6/18/22 06:17PM] Avalon used command ::find tin ore | Player rights = OWNER	
[6/18/22 06:17PM] Avalon used command ::item 438 5 | Player rights = OWNER	
[6/18/22 06:17PM] Avalon used command ::find iron ore | Player rights = OWNER	
[6/18/22 06:17PM] Avalon used command ::item 440 10 | Player rights = OWNER	
[6/18/22 06:17PM] Avalon used command ::find coal ore | Player rights = OWNER	
[6/18/22 06:17PM] Avalon used command ::find coa | Player rights = OWNER	
[6/18/22 06:17PM] Avalon used command ::item 453 10 | Player rights = OWNER	
[6/18/22 06:18PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 06:19PM] Avalon used command ::bank | Player rights = OWNER	
[6/18/22 06:19PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 06:19PM] Avalon used command ::item 538 | Player rights = OWNER	
[6/18/22 06:19PM] Avalon used command ::find big bone | Player rights = OWNER	
[6/18/22 06:19PM] Avalon used command ::item 532 10 | Player rights = OWNER	
[6/18/22 06:19PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 06:19PM] Avalon used command ::bank | Player rights = OWNER	
[6/18/22 06:19PM] Avalon used command ::item 995 500m | Player rights = OWNER	
[6/18/22 06:20PM] Avalon used command ::find knife | Player rights = OWNER	
[6/18/22 06:21PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 06:21PM] Avalon used command ::find seeds | Player rights = OWNER	
[6/18/22 06:22PM] Avalon used command ::find seed | Player rights = OWNER	
[6/18/22 06:22PM] Avalon used command ::find potato | Player rights = OWNER	
[6/18/22 06:22PM] Avalon used command ::find potato seed | Player rights = OWNER	
[6/18/22 06:22PM] Avalon used command ::item 5318 | Player rights = OWNER	
[6/18/22 06:22PM] Avalon used command ::find rake | Player rights = OWNER	
[6/18/22 06:22PM] Avalon used command ::item 5341 | Player rights = OWNER	
[6/18/22 06:23PM] Avalon used command ::find guam seed | Player rights = OWNER	
[6/18/22 06:23PM] Avalon used command ::item 5291 | Player rights = OWNER	
[6/18/22 06:23PM] Avalon used command ::find ranarr | Player rights = OWNER	
[6/18/22 06:23PM] Avalon used command ::item 5295 10 | Player rights = OWNER	
[6/18/22 06:25PM] Avalon used command ::find secateurs | Player rights = OWNER	
[6/18/22 06:25PM] Avalon used command ::item 5329 | Player rights = OWNER	
[6/18/22 06:26PM] Avalon used command ::find watering can | Player rights = OWNER	
[6/18/22 06:26PM] Avalon used command ::item 5331 | Player rights = OWNER	
[6/18/22 06:26PM] Avalon used command ::item 5340 | Player rights = OWNER	
[6/18/22 06:28PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 06:28PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 06:29PM] Avalon used command ::tele 2786 2598 | Player rights = OWNER	
[6/18/22 06:30PM] Avalon used command ::find box trap | Player rights = OWNER	
[6/18/22 06:30PM] Avalon used command ::item 10008 | Player rights = OWNER	
[6/18/22 06:31PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 06:32PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 06:32PM] Avalon used command ::item 12855 500m | Player rights = OWNER	
[6/18/22 06:32PM] Avalon used command ::empty | Player rights = OWNER	
[6/18/22 06:32PM] Avalon used command ::item 12855 500m | Player rights = OWNER	
[6/18/22 06:32PM] Avalon used command ::item 4151 20 | Player rights = OWNER	
[6/18/22 06:32PM] Avalon used command ::upgrade | Player rights = OWNER	
[6/18/22 06:32PM] Avalon used command ::upgrade | Player rights = OWNER	
[6/18/22 06:32PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 06:34PM] Avalon used command ::mypos | Player rights = OWNER	
[6/18/22 06:34PM] Avalon used command ::mypos | Player rights = OWNER	
[6/18/22 06:35PM] Avalon used command ::mypos | Player rights = OWNER	
[6/18/22 06:36PM] Avalon used command ::mypos | Player rights = OWNER	
[6/18/22 06:37PM] Avalon used command ::mypos | Player rights = OWNER	
[6/18/22 06:38PM] Avalon used command ::mypos | Player rights = OWNER	
[6/18/22 06:40PM] Avalon used command ::mypos | Player rights = OWNER	
[6/18/22 06:41PM] Avalon used command ::mypos | Player rights = OWNER	
[6/18/22 06:44PM] Avalon used command ::mypos | Player rights = OWNER	
[6/18/22 06:45PM] Avalon used command ::mypos | Player rights = OWNER	
[6/18/22 06:55PM] Avalon used command ::tele 2474 3436 | Player rights = OWNER	
[6/18/22 06:56PM] Avalon used command ::mypos | Player rights = OWNER	
[6/18/22 06:57PM] Avalon used command ::mypos | Player rights = OWNER	
[6/18/22 07:00PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 07:00PM] Avalon used command ::find raw shark | Player rights = OWNER	
[6/18/22 07:00PM] Avalon used command ::item 383 | Player rights = OWNER	
[6/18/22 07:01PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 07:02PM] Avalon used command ::tele 3090 3134 | Player rights = OWNER	
[6/18/22 07:02PM] Avalon used command ::tele 3090 3160 | Player rights = OWNER	
[6/18/22 07:03PM] Avalon used command ::tele 3093 3470 | Player rights = OWNER	
[6/18/22 07:03PM] Avalon used command ::noclip | Player rights = OWNER	
[6/18/22 07:05PM] Avalon used command ::mypos | Player rights = OWNER	
[6/18/22 07:05PM] Avalon used command ::mypos | Player rights = OWNER	
[6/18/22 07:07PM] Avalon used command ::repackindex4 | Player rights = OWNER	
[6/18/22 07:09PM] Avalon used command ::mypos | Player rights = OWNER	
[6/18/22 07:18PM] Avalon used command ::find ruthless | Player rights = OWNER	
[6/18/22 07:18PM] Avalon used command ::item 21066 | Player rights = OWNER	
[6/18/22 07:18PM] Avalon used command ::item 21067 | Player rights = OWNER	
[6/18/22 07:18PM] Avalon used command ::item 21069 | Player rights = OWNER	
[6/18/22 07:18PM] Avalon used command ::item 21070 | Player rights = OWNER	
[6/18/22 07:18PM] Avalon used command ::item 21071 | Player rights = OWNER	
[6/18/22 07:18PM] Avalon used command ::item 21072 | Player rights = OWNER	
[6/18/22 07:18PM] Avalon used command ::item 21073 | Player rights = OWNER	
[6/18/22 07:18PM] Avalon used command ::item 23144 | Player rights = OWNER	
[6/18/22 07:18PM] Avalon used command ::item 23145 | Player rights = OWNER	
[6/18/22 07:18PM] Avalon used command ::item 23146 | Player rights = OWNER	
[6/18/22 07:34PM] Avalon used command ::bank | Player rights = OWNER	
[6/18/22 07:47PM] Avalon used command ::empty | Player rights = OWNER	
[6/18/22 07:47PM] Avalon used command ::1achieve | Player rights = OWNER	
[6/18/22 07:47PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 07:49PM] Avalon used command ::zones | Player rights = OWNER	
[6/18/22 07:50PM] Avalon used command ::find progressive | Player rights = OWNER	
[6/18/22 07:53PM] Avalon used command ::zones | Player rights = OWNER	
[6/18/22 07:58PM] Avalon used command ::find elite dragon | Player rights = OWNER	
[6/18/22 08:32PM] Avalon used command ::ACHIEVEMENTS | Player rights = OWNER	
[6/18/22 08:33PM] Avalon used command ::zones | Player rights = OWNER	
[6/18/22 08:37PM] Avalon used command ::zones | Player rights = OWNER	
[6/18/22 08:39PM] Avalon used command ::TELE 2989 9483 | Player rights = OWNER	
[6/18/22 08:41PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 08:41PM] Avalon used command ::zones | Player rights = OWNER	
[6/18/22 08:42PM] Avalon used command ::zones | Player rights = OWNER	
[6/18/22 08:42PM] Avalon used command ::npc 53 | Player rights = OWNER	
[6/18/22 08:42PM] Avalon used command ::npc 53 | Player rights = OWNER	
[6/18/22 08:42PM] Avalon used command ::npc 53 | Player rights = OWNER	
[6/18/22 08:42PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 08:42PM] Avalon used command ::zones | Player rights = OWNER	
[6/18/22 08:43PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 08:43PM] Avalon used command ::zones | Player rights = OWNER	
[6/18/22 08:44PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 08:44PM] Avalon used command ::zones | Player rights = OWNER	
[6/18/22 08:46PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 08:46PM] Avalon used command ::zones | Player rights = OWNER	
[6/18/22 08:47PM] Avalon used command ::achievements | Player rights = OWNER	
[6/18/22 08:47PM] Avalon used command ::find ruthless | Player rights = OWNER	
